GEOID,NAME,B01001_calc_PopDensity
36011,Cayuga County,43.4727628
36013,Chautauqua County,47.21686759
36015,Chemung County,81.26735421
36017,Chenango County,20.89013457
36019,Clinton County,30.05984747
36021,Columbia County,37.06052091
36023,Cortland County,37.25221569
36025,Delaware County,12.17982076
36027,Dutchess County,142.6173355
36029,Erie County,340.609971
36031,Essex County,8.124182895
36033,Franklin County,12.01333702
36035,Fulton County,41.880882
36037,Genesee County,45.51733961
36039,Greene County,28.40871645
36041,Hamilton County,1.028556276
36043,Herkimer County,17.09745413
36045,Jefferson County,34.82996277
36047,Kings County,14475.02544
36049,Lewis County,8.093460876
36051,Livingston County,39.05683212
36053,Madison County,42.07261082
36055,Monroe County,437.4604077
36057,Montgomery County,47.3398751
36059,Nassau County,1840.443984
36061,New York County,27819.8048
36063,Niagara County,156.4831231
36065,Oneida County,73.49927817
36067,Onondaga County,230.2773622
36069,Ontario County,65.62805041
36071,Orange County,179.7740783
36073,Orleans County,40.63188004
36075,Oswego County,48.32299623
36077,Otsego County,23.22022723
36079,Putnam County,166.0782406
36081,Queens County,8158.437153
36083,Rensselaer County,94.3461432
36085,Richmond County,3182.469323
36087,Rockland County,720.588009
36089,St. Lawrence County,15.78810561
36091,Saratoga County,108.3842223
36093,Schenectady County,292.3099656
36095,Schoharie County,19.47465415
36097,Schuyler County,21.15696809
36099,Seneca County,41.28321835
36101,Steuben County,26.91291732
36103,Suffolk County,630.0681534
36105,Sullivan County,29.99485049
36107,Tioga County,36.51369922
36109,Tompkins County,83.75559012
36111,Ulster County,61.57895417
36113,Warren County,28.70684208
36115,Washington County,28.72095934
36117,Wayne County,58.09538513
36119,Westchester County,868.7630666
36121,Wyoming County,26.42298174
36123,Yates County,28.55607296
37001,Alamance County,146.4195117
37003,Alexander County,55.12519437
37005,Alleghany County,18.07442269
37007,Anson County,18.38460003
37009,Ashe County,24.3309623
37011,Avery County,27.31960936
37013,Beaufort County,21.92453498
37015,Bertie County,10.84789289
37017,Bladen County,14.9071817
37019,Brunswick County,57.67976134
37021,Buncombe County,149.6625061
37023,Burke County,68.42254022
37025,Cabarrus County,215.3137563
37027,Caldwell County,66.91171792
37029,Camden County,16.78371294
37031,Carteret County,52.42275604
37033,Caswell County,20.64641073
37035,Catawba County,150.7660738
37037,Chatham County,39.52730186
37039,Cherokee County,23.45075357
37041,Chowan County,31.76573696
37043,Clay County,19.4197422
37045,Cleveland County,80.81165896
37047,Columbus County,23.16860564
37049,Craven County,56.326586
37051,Cumberland County,196.4978597
37053,Currituck County,38.02387756
37055,Dare County,36.00929191
37057,Davidson County,114.9316993
37059,Davie County,61.48313306
37061,Duplin County,27.98934165
37063,Durham County,413.0661931
37065,Edgecombe County,40.74050477
37067,Forsyth County,351.818409
37069,Franklin County,50.95320151
37071,Gaston County,235.0834095
37073,Gates County,13.10727687
37075,Graham County,11.31599656
37077,Granville County,42.72888447
37079,Greene County,30.40886897
37081,Guilford County,312.9883303
37083,Halifax County,27.60090416
37085,Harnett County,84.58897537
37087,Haywood County,42.15136875
37089,Henderson County,117.6382408
37091,Hertford County,26.40568695
37093,Hoke County,52.69099177
37095,Hyde County,3.40051688
37097,Iredell County,116.0105487
37099,Jackson County,33.21533826
37101,Johnston County,93.28731529
37103,Jones County,7.941273325
37105,Lee County,91.01472262
37107,Lenoir County,55.36507148
37109,Lincoln County,106.2885681
37111,McDowell County,39.58744155
37113,Macon County,25.76839886
37115,Madison County,18.38131549
37117,Martin County,19.50200006
37119,Mecklenburg County,777.490679
37121,Mitchell County,26.24596882
37123,Montgomery County,21.47453903
37125,Moore County,52.92208077
37127,Nash County,67.15748107
37129,New Hanover County,450.4417618
37131,Northampton County,14.52336894
37133,Onslow County,98.26201274
37135,Orange County,138.8280019
37137,Pamlico County,14.62017189
37139,Pasquotank County,67.18498084
37141,Pender County,26.15386784
37143,Perquimans County,21.0264128
37145,Person County,38.68063514
37147,Pitt County,104.9774445
37149,Polk County,33.23227784
37151,Randolph County,70.55487528
37153,Richmond County,36.83225335
37155,Robeson County,54.3898503
37157,Rockingham County,62.30119042
37159,Rowan County,105.3842697
37161,Rutherford County,45.43057632
37163,Sampson County,25.95007128
37165,Scotland County,42.66062983
37167,Stanly County,59.71835464
37169,Stokes County,39.47323116
37171,Surry County,52.1554812
37173,Swain County,10.42865887
37175,Transylvania County,34.19200208
37177,Tyrrell County,4.069740194
37179,Union County,138.3415406
37181,Vance County,68.04566958
37183,Wake County,484.0293229
37185,Warren County,18.02480365
37187,Washington County,13.54495067
37189,Watauga County,66.88043417
37191,Wayne County,86.43433211
37193,Wilkes County,35.03134634
37195,Wilson County,85.43582742
37197,Yadkin County,43.41806243
37199,Yancey County,21.82161709
38001,Adams County,0.919113298
38003,Barnes County,2.80499578
38005,Benson County,1.914602497
38007,Billings County,0.317931699
38009,Bottineau County,1.524809163
38011,Bowman County,1.061706473
38013,Burke County,0.774245882
38015,Burleigh County,22.1694151
38017,Cass County,38.10818851
38019,Cavalier County,0.991599941
38021,Dickey County,1.695959278
38023,Divide County,0.725505176
38025,Dunn County,0.843341809
38027,Eddy County,1.417163096
38029,Emmons County,0.857256796
38031,Foster County,1.999015167
38033,Golden Valley County,0.725549989
38035,Grand Forks County,18.92762217
38037,Grant County,0.553851572
38039,Griggs County,1.234321195
38041,Hettinger County,0.878449452
38043,Kidder County,0.70295402
38045,LaMoure County,1.381413591
38047,Logan County,0.749418756
38049,McHenry County,1.221167228
38051,McIntosh County,1.05127794
38053,McKenzie County,1.753380816
38055,McLean County,1.757861143
38057,Mercer County,3.173475024
38059,Morton County,6.122544916
38061,Mountrail County,2.147448976
38063,Nelson County,1.14834598
38065,Oliver County,0.981672527
38067,Pembina County,2.421474483
38069,Pierce County,1.596034519
38071,Ramsey County,3.759383435
38073,Ransom County,2.40027493
38075,Renville County,1.098365691
38077,Richland County,4.380133041
38079,Rolette County,6.243389729
38081,Sargent County,1.746330823
38083,Sheridan County,0.55788079
38085,Sioux County,1.557332831
38087,Slope County,0.223737517
38089,Stark County,8.931224583
38091,Steele County,1.035447223
38093,Stutsman County,3.660565624
38095,Towner County,0.846399517
38097,Traill County,3.592037206
38099,Walsh County,3.254098253
38101,Ward County,13.24099277
38103,Wells County,1.232182117
38105,Williams County,6.328861656
39001,Adams County,18.43528327
39003,Allen County,99.41870485
39005,Ashland County,48.81671864
39007,Ashtabula County,53.96951051
39009,Athens County,50.54941896
39011,Auglaize County,44.03976778
39013,Belmont County,49.68223263
39015,Brown County,34.4162569
39017,Butler County,313.0169285
39019,Carroll County,26.98352715
39021,Champaign County,34.97825851
39023,Clark County,131.5326244
39025,Clermont County,173.5467612
39027,Clinton County,39.58094919
39029,Columbiana County,75.49120655
39031,Coshocton County,25.04020235
39033,Crawford County,40.3807481
39035,Cuyahoga County,1058.845542
39037,Darke County,33.39676244
39039,Defiance County,35.92080315
39041,Delaware County,171.6427445
39043,Erie County,115.3782918
39045,Fairfield County,117.0455016
39047,Fayette County,27.21693041
39049,Franklin County,924.8617766
39051,Fulton County,40.28660522
39053,Gallia County,24.98947146
39055,Geauga County,90.62809664
39057,Greene County,154.7781165
39059,Guernsey County,29.03526107
39061,Hamilton County,772.3432857
39063,Hancock County,55.00347628
39065,Hardin County,25.88926772
39067,Harrison County,14.68955905
39069,Henry County,25.35218255
39071,Highland County,30.0227579
39073,Hocking County,26.11268645
39075,Holmes County,40.07562584
39077,Huron County,45.92191061
39079,Jackson County,29.87693554
39081,Jefferson County,63.27687522
39083,Knox County,44.97621412
39085,Lake County,387.4186669
39087,Lawrence County,51.6272581
39089,Licking County,97.47807618
39091,Logan County,38.1576236
39093,Lorain County,241.0812951
39095,Lucas County,489.9833862
39097,Madison County,36.45923381
39099,Mahoning County,216.7995986
39101,Marion County,62.4866796
39103,Medina County,162.4115331
39105,Meigs County,20.79073257
39107,Mercer County,34.06963532
39109,Miami County,99.53878287
39111,Monroe County,11.93746325
39113,Montgomery County,445.1215694
39115,Morgan County,13.63141217
39117,Morrow County,33.25090811
39119,Muskingum County,50.01043464
39121,Noble County,14.01081595
39123,Ottawa County,61.70172325
39125,Paulding County,17.49738383
39127,Perry County,34.05914789
39129,Pickaway County,44.23060638
39131,Pike County,24.7420808
39133,Portage County,128.8401928
39135,Preble County,37.50382619
39137,Putnam County,27.1799056
39139,Richland County,94.59562525
39141,Ross County,43.16614992
39143,Sandusky County,56.05385903
39145,Scioto County,48.32494083
39147,Seneca County,38.87112962
39149,Shelby County,46.21247465
39151,Stark County,250.6435257
39153,Summit County,506.7518997
39155,Trumbull County,126.0650673
39157,Tuscarawas County,62.95821055
39159,Union County,49.76986219
39161,Van Wert County,26.68768789
39163,Vinton County,12.27625098
39165,Warren County,218.0111163
39167,Washington County,37.06671934
39169,Wayne County,80.86307207
39171,Williams County,33.90166936
39173,Wood County,81.28457967
39175,Wyandot County,20.97888479
40001,Adair County,14.8826669
40003,Alfalfa County,2.609946132
40005,Atoka County,5.491211135
40007,Beaver County,1.152122952
40009,Beckham County,9.684911042
40011,Blaine County,4.006477878
40013,Bryan County,19.53287138
40015,Caddo County,8.865771627
40017,Canadian County,58.86855908
40019,Carter County,22.73184655
40021,Cherokee County,25.04226859
40023,Choctaw County,7.46084931
40025,Cimarron County,0.460637106
40027,Cleveland County,198.2719805
40029,Coal County,4.198174431
40031,Comanche County,44.25467632
40033,Cotton County,3.618406191
40035,Craig County,7.349775298
40037,Creek County,28.91594453
40039,Custer County,11.40516457
40041,Delaware County,22.02796331
40043,Dewey County,1.899829565
40045,Ellis County,1.276646652
40047,Garfield County,22.68483466
40049,Garvin County,13.39361015
40051,Grady County,19.20248497
40053,Grant County,1.704314344
40055,Greer County,3.589108409
40057,Harmon County,1.955687754
40059,Harper County,1.429558199
40061,Haskell County,8.507924809
40063,Hughes County,6.458634327
40065,Jackson County,12.21056252
40067,Jefferson County,3.166332713
40069,Johnston County,6.630386843
40071,Kay County,18.84251977
40073,Kingfisher County,6.714645735
40075,Kiowa County,3.423462101
40077,Latimer County,5.612008676
40079,Le Flore County,12.12495101
40081,Lincoln County,14.13096671
40083,Logan County,23.90007388
40085,Love County,7.461461164
40087,McClain County,26.13700699
40089,McCurtain County,6.877753343
40091,McIntosh County,12.37219882
40093,Major County,3.120390997
40095,Marshall County,17.01694281
40097,Mayes County,24.14234951
40099,Murray County,12.8676675
40101,Muskogee County,32.91482009
40103,Noble County,6.019803977
40105,Nowata County,7.085638349
40107,Okfuskee County,7.562013175
40109,Oklahoma County,425.9895277
40111,Okmulgee County,21.53175106
40113,Osage County,8.131074758
40115,Ottawa County,25.88506875
40117,Pawnee County,11.16390864
40119,Payne County,45.96384754
40121,Pittsburg County,13.12639847
40123,Pontotoc County,20.55752993
40125,Pottawatomie County,35.2930702
40127,Pushmataha County,3.075614374
40129,Roger Mills County,1.254602985
40131,Rogers County,51.89825915
40133,Seminole County,15.29614109
40135,Sequoyah County,23.7180228
40137,Stephens County,19.51390969
40139,Texas County,3.99494895
40141,Tillman County,3.330782233
40143,Tulsa County,435.1573978
40145,Wagoner County,53.52482117
40147,Washington County,48.32717924
40149,Washita County,4.399986391
40151,Woods County,2.739277816
40153,Woodward County,6.515945639
41001,Baker County,2.011578964
41003,Benton County,51.34062774
41005,Clackamas County,83.75337597
41007,Clatsop County,17.97862428
41009,Columbia County,29.83323986
41011,Coos County,15.31503757
41013,Crook County,2.895155114
41015,Curry County,5.336588466
41017,Deschutes County,23.11291108
41019,Douglas County,8.305534845
41021,Gilliam County,0.611176039
41023,Grant County,0.612521991
41025,Harney County,0.275372597
41027,Hood River County,17.1061539
41029,Jackson County,29.72381076
41031,Jefferson County,5.013675055
41033,Josephine County,20.14121644
41035,Klamath County,4.308182939
41037,Lake County,0.372078663
41039,Lane County,31.25707027
41041,Lincoln County,18.85655988
41043,Linn County,20.74232448
41045,Malheur County,1.188290765
41047,Marion County,109.743371
41049,Morrow County,2.13251583
41051,Multnomah County,715.2753775
41053,Polk County,42.43236446
41055,Sherman County,0.752407833
41057,Tillamook County,9.133056771
41059,Umatilla County,9.233697886
41061,Union County,4.933658396
41063,Wallowa County,0.849796257
41065,Wasco County,4.194184323
41067,Washington County,310.1644586
41069,Wheeler County,0.320847793
41071,Yamhill County,55.99273285
42001,Adams County,75.93345667
42003,Allegheny County,648.1038604
42005,Armstrong County,39.20909708
42007,Beaver County,148.2328331
42009,Bedford County,18.54071919
42011,Berks County,187.8468263
42013,Blair County,90.93865631
42015,Bradford County,20.6285945
42017,Bucks County,400.1185087
42019,Butler County,91.3441609
42021,Cambria County,75.46916128
42023,Cameron County,4.566212902
42025,Carbon County,64.70895899
42027,Centre County,56.1632729
42029,Chester County,266.0474171
42031,Clarion County,24.95053504
42033,Clearfield County,27.05690534
42035,Clinton County,16.98966779
42037,Columbia County,52.92346829
42039,Crawford County,32.86381961
42041,Cumberland County,175.1320535
42043,Dauphin County,201.9232145
42045,Delaware County,1183.661036
42047,Elk County,14.28374092
42049,Erie County,133.3443917
42051,Fayette County,64.62681405
42053,Forest County,6.642726411
42055,Franklin County,76.87362413
42057,Fulton County,12.80032135
42059,Greene County,24.90043264
42061,Huntingdon County,20.05043477
42063,Indiana County,40.01371619
42065,Jefferson County,26.08845165
42067,Juniata County,24.23260901
42069,Lackawanna County,177.9591753
42071,Lancaster County,220.2186681
42073,Lawrence County,94.19382999
42075,Lebanon County,147.9865105
42077,Lehigh County,405.5747841
42079,Luzerne County,137.8517954
42081,Lycoming County,36.09134841
42083,McKean County,16.48457402
42085,Mercer County,64.65631438
42087,Mifflin County,43.54865793
42089,Monroe County,106.3782509
42091,Montgomery County,656.5915611
42093,Montour County,54.23236423
42095,Northampton County,315.2131093
42097,Northumberland County,77.83131226
42099,Perry County,32.15416035
42101,Philadelphia County,4531.771822
42103,Pike County,39.32009236
42105,Potter County,6.047605239
42107,Schuylkill County,71.18503147
42109,Snyder County,47.52070799
42111,Somerset County,26.93495636
42113,Sullivan County,5.300606117
42115,Susquehanna County,19.38256646
42117,Tioga County,14.03935994
42119,Union County,55.12978945
42121,Venango County,29.99105013
42123,Warren County,17.48323295
42125,Washington County,93.50688126
42127,Wayne County,27.42372792
42129,Westmoreland County,133.2342207
42131,Wyoming County,26.81007779
42133,York County,189.5970158
44001,Bristol County,782.2287733
44003,Kent County,375.3431064
44005,Newport County,313.1220486
44007,Providence County,598.297855
44009,Washington County,148.0276107
45001,Abbeville County,19.37240492
45003,Aiken County,60.19984103
45005,Allendale County,8.717537594
45007,Anderson County,106.0081343
45009,Bamberg County,14.33037251
45011,Barnwell County,15.19191492
45013,Beaufort County,122.4013952
45015,Berkeley County,73.14238371
45017,Calhoun County,14.90408159
45019,Charleston County,166.0251337
45021,Cherokee County,55.66818034
45023,Chester County,21.4948758
45025,Chesterfield County,22.24152394
45027,Clarendon County,21.63904402
45029,Colleton County,13.72963373
45031,Darlington County,46.31614806
45033,Dillon County,29.42579422
45035,Dorchester County,105.5742009
45037,Edgefield County,20.63974653
45039,Fairfield County,12.77783997
45041,Florence County,66.83074177
45043,Georgetown County,29.22503388
45045,Greenville County,245.1195013
45047,Greenwood County,59.66041952
45049,Hampton County,13.65691346
45051,Horry County,109.2951844
45053,Jasper County,16.44212272
45055,Kershaw County,34.20633477
45057,Lancaster County,62.96831369
45059,Laurens County,36.08632214
45061,Lee County,16.57234354
45063,Lexington County,158.1527621
45065,McCormick County,10.32747646
45067,Marion County,24.90741962
45069,Marlboro County,21.82936278
45071,Newberry County,23.32888419
45073,Oconee County,47.27075452
45075,Orangeburg County,30.86966264
45077,Pickens County,95.373278
45079,Richland County,208.1441279
45081,Saluda County,17.30521151
45083,Spartanburg County,144.4493659
45085,Sumter County,62.11476628
45087,Union County,20.75848345
45089,Williamsburg County,13.1408535
45091,York County,146.7105208
46003,Aurora County,1.503621827
46005,Beadle County,5.636125726
46007,Bennett County,1.12019789
46009,Bon Homme County,4.77464071
46011,Brookings County,16.68723249
46013,Brown County,8.754198719
46015,Brule County,2.483176222
46017,Buffalo County,1.681499839
46019,Butte County,1.746369489
46021,Campbell County,0.755178034
46023,Charles Mix County,3.287268901
46025,Clark County,1.480939773
46027,Clay County,13.04872079
46029,Codington County,15.71901255
46031,Corson County,0.651608542
46033,Custer County,2.125990404
46035,Davison County,17.63827458
46037,Day County,2.066980814
46039,Deuel County,2.669748283
46041,Dewey County,0.969075244
46043,Douglas County,2.619910613
46045,Edmunds County,1.351037913
46047,Fall River County,1.503231393
46049,Faulk County,0.913249342
46051,Grant County,4.089097249
46053,Gregory County,1.598123783
46055,Haakon County,0.44399115
46057,Hamlin County,4.567135659
46059,Hand County,0.887149679
46061,Hanson County,3.018014667
46063,Harding County,0.189469124
46065,Hughes County,9.172911312
46067,Hutchinson County,3.47391294
46069,Hyde County,0.597123449
46071,Jackson County,0.680900107
46073,Jerauld County,1.488980595
46075,Jones County,0.292660933
46077,Kingsbury County,2.304355281
46079,Lake County,8.624841137
46081,Lawrence County,12.17782292
46083,Lincoln County,36.72729843
46085,Lyman County,0.909680872
46087,McCook County,3.705658954
46089,McPherson County,0.80301836
46091,Marshall County,2.255007832
46093,Meade County,3.05060014
46095,Mellette County,0.606918477
46097,Miner County,1.509411897
46099,Minnehaha County,89.3667699
46101,Moody County,4.836466846
46102,Oglala Lakota County,2.643662271
46103,Pennington County,15.19701245
46105,Perkins County,0.391014693
46107,Potter County,1.042891944
46109,Roberts County,3.606617053
46111,Sanborn County,1.619700788
46115,Spink County,1.68022014
46117,Stanley County,0.801109688
46119,Sully County,0.51046981
46121,Todd County,2.821118668
46123,Tripp County,1.309309422
46125,Turner County,5.17085459
46127,Union County,12.71833634
46129,Walworth County,3.002112486
46135,Yankton County,16.82898322
46137,Ziebach County,0.553981829
47001,Anderson County,86.76335586
47003,Bedford County,38.76843022
47005,Benton County,15.77676934
47007,Bledsoe County,13.87184444
47009,Blount County,88.74484763
47011,Bradley County,122.7931096
47013,Campbell County,31.91258985
47015,Cannon County,20.314177
47017,Carroll County,18.10034868
47019,Carter County,63.80119171
47021,Cheatham County,50.96936621
47023,Chester County,23.17400182
47025,Claiborne County,28.08523655
47027,Clay County,12.54598431
47029,Cocke County,31.30451466
47031,Coffee County,49.08221218
47033,Crockett County,21.08128157
47035,Cumberland County,33.24205865
47037,Davidson County,524.5397733
47039,Decatur County,13.51043522
47041,DeKalb County,24.86317869
47043,Dickson County,40.97315977
47045,Dyer County,28.31771478
47047,Fayette County,21.74475872
47049,Fentress County,13.93374432
47051,Franklin County,28.90574331
47053,Gibson County,31.50016988
47055,Giles County,18.43323706
47057,Grainger County,31.66712655
47059,Greene County,42.61423905
47061,Grundy County,14.27992675
47063,Hamblen County,152.6789637
47065,Hamilton County,254.5437533
47067,Hancock County,11.43594269
47069,Hardeman County,14.78043343
47071,Hardin County,17.23497927
47073,Hawkins County,44.71150082
47075,Haywood County,12.87641416
47077,Henderson County,20.68507097
47079,Henry County,22.18244473
47081,Hickman County,15.55671412
47083,Houston County,15.7607149
47085,Humphreys County,13.32539223
47087,Jackson County,14.53021139
47089,Jefferson County,74.77965723
47091,Johnson County,23.01424116
47093,Knox County,346.4944717
47095,Lake County,17.52754715
47097,Lauderdale County,21.51278869
47099,Lawrence County,26.86334744
47101,Lewis County,16.36430177
47103,Lincoln County,22.82119849
47105,Loudon County,86.91306118
47107,McMinn County,47.37264734
47109,McNairy County,17.76912339
47111,Macon County,29.52488839
47113,Madison County,67.69833274
47115,Marion County,22.02068813
47117,Marshall County,33.18345915
47119,Maury County,56.53325273
47121,Meigs County,23.66849078
47123,Monroe County,27.86336705
47125,Montgomery County,140.6349873
47127,Moore County,18.88941143
47129,Morgan County,15.96817982
47131,Obion County,21.62768778
47133,Overton County,19.59880477
47135,Perry County,7.365577626
47137,Pickett County,12.05364058
47139,Polk County,14.90915689
47141,Putnam County,73.5806145
47143,Rhea County,39.94427257
47145,Roane County,56.61751473
47147,Robertson County,56.21051169
47149,Rutherford County,191.4947533
47151,Scott County,15.92424879
47153,Sequatchie County,21.39275549
47155,Sevier County,62.74662472
47157,Shelby County,473.7972806
47159,Smith County,23.90357374
47161,Stewart County,11.16966555
47163,Sullivan County,146.3852856
47165,Sumner County,130.8924075
47167,Tipton County,51.75439917
47169,Trousdale County,32.32553571
47171,Unicoi County,36.8953964
47173,Union County,33.31807577
47175,Van Buren County,8.054876905
47177,Warren County,36.09968672
47179,Washington County,150.253193
47181,Wayne County,8.756484006
47183,Weakley County,22.37098228
47185,White County,27.2449927
47187,Williamson County,144.8367408
47189,Wilson County,89.69051632
48001,Anderson County,21.02428029
48003,Andrews County,4.584174535
48005,Angelina County,42.39912091
48007,Aransas County,37.93324765
48009,Archer County,3.756773403
48011,Armstrong County,0.813732656
48013,Atascosa County,15.45876401
48015,Austin County,17.65700997
48017,Bailey County,3.311160591
48019,Bandera County,10.62300586
48021,Bastrop County,35.89726414
48023,Baylor County,1.598298298
48025,Bee County,14.33935601
48027,Bell County,125.6914911
48029,Bexar County,599.5581109
48031,Blanco County,6.14007402
48033,Borden County,0.286099512
48035,Bosque County,7.118088885
48037,Bowie County,40.94769801
48039,Brazoria County,100.3298284
48041,Brazos County,144.5413721
48043,Brewster County,0.575429251
48045,Briscoe County,0.663237203
48047,Brooks County,2.938676197
48049,Brown County,15.46694199
48051,Burleson County,10.46523905
48053,Burnet County,17.76606423
48055,Caldwell County,29.3176956
48057,Calhoun County,16.61223705
48059,Callahan County,5.911486775
48061,Cameron County,182.7492668
48063,Camp County,25.26018797
48065,Carson County,2.530841245
48067,Cass County,12.39828554
48069,Castro County,3.361391124
48071,Chambers County,26.05167617
48073,Cherokee County,19.03201416
48075,Childress County,4.005643982
48077,Clay County,3.683503049
48079,Cochran County,1.446608613
48081,Coke County,1.387051036
48083,Coleman County,2.565322929
48085,Collin County,433.4078589
48087,Collingsworth County,1.259485062
48089,Colorado County,8.452333459
48091,Comal County,93.22629951
48093,Comanche County,5.556312873
48095,Concho County,1.661359051
48097,Cooke County,17.46488577
48099,Coryell County,27.66384138
48101,Cottle County,0.695835228
48103,Crane County,2.379852022
48105,Crockett County,0.499660631
48107,Crosby County,2.513828595
48109,Culberson County,0.226972575
48111,Dallam County,1.86047344
48113,Dallas County,1145.193915
48115,Dawson County,5.559697453
48117,Deaf Smith County,4.874959015
48119,Delta County,7.839840233
48121,Denton County,354.6578718
48123,DeWitt County,8.680091237
48125,Dickens County,0.94885164
48127,Dimmit County,3.098092379
48129,Donley County,1.41085255
48131,Duval County,2.444519895
48133,Eastland County,7.613648639
48135,Ector County,68.09470609
48137,Edwards County,0.374640418
48139,Ellis County,69.67134826
48141,El Paso County,319.2109187
48143,Erath County,14.78639166
48145,Falls County,8.72565312
48147,Fannin County,14.81199977
48149,Fayette County,10.18880085
48151,Fisher County,1.667760396
48153,Floyd County,2.285147416
48155,Foard County,0.771769618
48157,Fort Bend County,331.3226402
48159,Franklin County,14.49827658
48161,Freestone County,8.669729906
48163,Frio County,6.606140452
48165,Gaines County,5.222423619
48167,Galveston County,333.2739017
48169,Garza County,2.717453742
48171,Gillespie County,9.562453834
48173,Glasscock County,0.613325116
48175,Goliad County,3.412790481
48177,Gonzales County,7.48071221
48179,Gray County,9.458934503
48181,Grayson County,53.21147867
48183,Gregg County,174.4136949
48185,Grimes County,13.54723861
48187,Guadalupe County,84.21585377
48189,Hale County,13.10974838
48191,Hall County,1.343394301
48193,Hamilton County,3.81938413
48195,Hansford County,2.328425389
48197,Hardeman County,2.195144099
48199,Hardin County,24.44235616
48201,Harris County,1042.130651
48203,Harrison County,28.59227683
48205,Hartley County,1.523068328
48207,Haskell County,2.483429755
48209,Hays County,116.2599464
48211,Hemphill County,1.730094947
48213,Henderson County,35.55360591
48215,Hidalgo County,208.7663614
48217,Hill County,14.25411078
48219,Hockley County,9.844759073
48221,Hood County,52.22105783
48223,Hopkins County,18.23601667
48225,Houston County,7.199788203
48227,Howard County,15.71641016
48229,Hudspeth County,0.346184877
48231,Hunt County,42.3401085
48233,Hutchinson County,9.385191216
48235,Irion County,0.559576955
48237,Jack County,3.747684856
48239,Jackson County,6.898648982
48241,Jasper County,14.60405643
48243,Jeff Davis County,0.380892481
48245,Jefferson County,112.4375645
48247,Jim Hogg County,1.79496563
48249,Jim Wells County,18.38288464
48251,Johnson County,87.08339862
48253,Jones County,8.270735221
48255,Karnes County,7.947796386
48257,Kaufman County,58.80985742
48259,Kendall County,24.46863361
48261,Kenedy County,0.157516767
48263,Kent County,0.32043027
48265,Kerr County,17.97486233
48267,Kimble County,1.360478719
48269,King County,0.096645027
48271,Kinney County,1.043285525
48273,Kleberg County,13.76736154
48275,Knox County,1.694423633
48277,Lamar County,21.08113447
48279,Lamb County,5.038949878
48281,Lampasas County,11.17941385
48283,La Salle County,1.924142838
48285,Lavaca County,7.939765127
48287,Lee County,10.40507438
48289,Leon County,6.151550137
48291,Liberty County,27.28547422
48293,Limestone County,10.02749114
48295,Lipscomb County,1.436825191
48297,Live Oak County,4.502010534
48299,Llano County,8.531804258
48301,Loving County,0.058883634
48303,Lubbock County,129.959318
48305,Lynn County,2.514367513
48307,McCulloch County,2.934171152
48309,McLennan County,92.48574837
48311,McMullen County,0.224249738
48313,Madison County,11.70405069
48315,Marion County,10.22113762
48317,Martin County,2.369051671
48319,Mason County,1.729660721
48321,Matagorda County,12.98070098
48323,Maverick County,17.49341839
48325,Medina County,14.37193047
48327,Menard County,0.908725915
48329,Midland County,70.4197335
48331,Milam County,9.364422736
48333,Mills County,2.529585275
48335,Mitchell County,3.626715415
48337,Montague County,8.050071102
48339,Montgomery County,205.3210869
48341,Moore County,9.355820427
48343,Morris County,19.03626021
48345,Motley County,0.451040297
48347,Nacogdoches County,26.74120542
48349,Navarro County,18.57904398
48351,Newton County,5.812971257
48353,Nolan County,6.335990177
48355,Nueces County,166.0286344
48357,Ochiltree County,4.353767497
48359,Oldham County,0.537781448
48361,Orange County,97.22158024
48363,Palo Pinto County,11.47789183
48365,Panola County,11.15446361
48367,Parker County,55.47078511
48369,Parmer County,4.318567289
48371,Pecos County,1.280324847
48373,Polk County,17.47321699
48375,Potter County,51.38693315
48377,Presidio County,0.713365951
48379,Rains County,19.30569599
48381,Randall County,56.08887126
48383,Reagan County,1.23256881
48385,Real County,1.871535184
48387,Red River County,4.540197664
48389,Reeves County,2.215943729
48391,Refugio County,3.626076071
48393,Roberts County,0.369782546
48395,Robertson County,7.626248593
48397,Rockwall County,284.441672
48399,Runnels County,3.787295325
48401,Rusk County,22.3942854
48403,Sabine County,8.211989701
48405,San Augustine County,6.058665011
48407,San Jacinto County,18.86888102
48409,San Patricio County,37.33092318
48411,San Saba County,2.027582768
48413,Schleicher County,0.901740597
48415,Scurry County,7.351102282
48417,Shackelford County,1.398232697
48419,Shelby County,12.36456287
48421,Sherman County,1.279149414
48423,Smith County,94.28252666
48425,Somervell County,18.10375235
48427,Starr County,20.16843813
48429,Stephens County,4.0353116
48431,Sterling County,0.47706198
48433,Stonewall County,0.583590686
48435,Sutton County,1.026376474
48437,Swisher County,3.246146702
48439,Tarrant County,903.0520092
48441,Taylor County,57.50100154
48443,Terrell County,0.14114406
48445,Terry County,5.47981911
48447,Throckmorton County,0.662999944
48449,Titus County,31.1215268
48451,Tom Green County,29.7988409
48453,Travis County,468.3628628
48455,Trinity County,8.107741185
48457,Tyler County,8.978519268
48459,Upshur County,27.00094529
48461,Upton County,1.130322867
48463,Uvalde County,6.71956645
48465,Val Verde County,6.019376385
48467,Van Zandt County,24.91390478
48469,Victoria County,40.25570864
48471,Walker County,35.22136929
48473,Waller County,37.59734277
48475,Ward County,5.353476716
48477,Washington County,22.23629541
48479,Webb County,31.24823864
48481,Wharton County,14.77044695
48483,Wheeler County,2.314443856
