GEOID,NAME,pop,weighted_wfhp
46085,Lyman,3869,1.319266394
47013,Campbell,39687,1.318815112
37029,Camden,10447,1.318635456
48007,Aransas,24763,1.318067754
51109,Louisa,35380,1.317340016
24041,Talbot,37211,1.31598513
28163,Yazoo,27974,1.314256852
40143,Tulsa,642781,1.314215025
51770,Roanoke,99621,1.313901345
51760,Richmond,223787,1.313661202
56043,Washakie,8129,1.313265907
46015,Brule,5256,1.313204728
53069,Wahkiakum,4189,1.310627597
5137,Stone,12446,1.310014833
48289,Leon,17098,1.309812695
39053,Gallia,30195,1.309503509
30011,Carter,1318,1.309076153
55129,Washburn,15689,1.307959534
10005,Sussex,219540,1.307622556
30085,Roosevelt,11228,1.307348769
55069,Lincoln,27848,1.306642691
51085,Hanover,104449,1.306221132
47067,Hancock,6585,1.306146887
25003,Berkshire,127328,1.304926852
51143,Pittsylvania,61676,1.301646208
47099,Lawrence,42937,1.301608871
47123,Monroe,45876,1.301097852
29059,Dallas,16499,1.300750662
27023,Chippewa,12010,1.300473653
55031,Douglas,43402,1.299628137
51147,Prince Edward,22956,1.298793351
49055,Wayne,2694,1.297905775
21133,Letcher,22676,1.297549909
37039,Cherokee,27668,1.296734747
49015,Emery,10248,1.296434485
51095,James City,74153,1.29573526
53075,Whitman,48593,1.294919898
55041,Forest,9018,1.294311506
54053,Mason,26939,1.293428243
36031,Essex,37751,1.292092147
27145,Stearns,156819,1.291569278
26085,Lake,11763,1.290576741
31173,Thurston,7140,1.290502793
5049,Fulton,12139,1.290381722
31107,Knox,8460,1.289579201
19193,Woodbury,102398,1.289403384
27171,Wright,132745,1.28848834
28001,Adams,31547,1.287688183
44001,Bristol,48900,1.286863271
48473,Waller,49987,1.2863581
51115,Mathews,8796,1.285220729
54045,Logan,33801,1.285113313
51163,Rockbridge,22509,1.285054471
31095,Jefferson,7188,1.28458929
40043,Dewey,4918,1.283093005
47145,Roane,52897,1.281014631
51087,Henrico,325642,1.280250348
20031,Coffey,8296,1.279844961
48057,Calhoun,21807,1.279196089
10003,New Castle,555133,1.278977472
40087,McClain,38634,1.277874304
1095,Marshall,95145,1.277844175
51670,Hopewell,22408,1.277108434
5071,Johnson,26291,1.276827856
51678,Lexington,7110,1.275862069
27111,Otter Tail,57992,1.274933397
8109,Saguache,6468,1.274807186
51065,Fluvanna,26282,1.274568565
42077,Lehigh,362613,1.274460538
51011,Appomattox,15577,1.274383235
29065,Dent,15504,1.272281401
51075,Goochland,22482,1.272253016
48409,San Patricio,67046,1.269759261
26001,Alcona,10364,1.269677059
38077,Richland,16288,1.269007634
46115,Spink,6543,1.268860648
51145,Powhatan,28574,1.268469505
55081,Monroe,45502,1.26824693
51570,Colonial Heights,17593,1.267716535
55067,Langlade,19164,1.267088901
29029,Camden,45096,1.266569489
56017,Hot Springs,4680,1.26642304
33003,Carroll,47840,1.263436814
51031,Campbell,55170,1.262455028
51057,Essex,11036,1.262316716
51015,Augusta,74701,1.261830788
26119,Montmorency,9261,1.261554858
26033,Chippewa,37834,1.260856505
51159,Richmond,8878,1.260684587
26165,Wexford,33111,1.259356496
26051,Gladwin,25289,1.259065297
48103,Crane,4839,1.258810241
5129,Searcy,7923,1.258637111
51640,Galax,6638,1.258064516
36009,Cattaraugus,77686,1.256728245
21199,Pulaski,64145,1.256200337
51590,Danville,41512,1.255319149
54005,Boone,22817,1.255066345
29203,Shannon,8246,1.254661053
31017,Brown,2988,1.254276232
24011,Caroline,32875,1.253601773
47031,Coffee,54531,1.25338286
5023,Cleburne,25230,1.253230656
51137,Orange,35612,1.252475706
37173,Swain,14254,1.251858736
37087,Haywood,60433,1.251625135
51047,Culpeper,50450,1.250108441
51179,Stafford,144012,1.249970439
5135,Sharp,17043,1.249178744
47079,Henry,32279,1.247862078
46055,Haakon,2082,1.24770296
36023,Cortland,48123,1.2468888
48321,Matagorda,36743,1.245950997
47155,Sevier,96287,1.2451417
8005,Arapahoe,636671,1.244939482
40131,Rogers,90814,1.244833511
39145,Scioto,76377,1.244498905
37121,Mitchell,15040,1.244123932
22025,Catahoula,9893,1.243714466
54109,Wyoming,21711,1.243614114
42037,Columbia,66220,1.24347693
51790,Staunton,24452,1.243176179
26095,Luce,6364,1.243088442
8099,Prowers,12052,1.242536863
46009,Bon Homme,6969,1.242487666
48477,Washington,34796,1.240980596
54089,Summers,13018,1.240931151
23017,Oxford,57325,1.240153043
20207,Woodson,3170,1.240122022
38059,Morton,30544,1.239843963
54023,Grant,11641,1.239234153
29119,McDonald,22827,1.239162602
51720,Norton,3990,1.238888889
51051,Dickenson,14960,1.238640494
8001,Adams,497115,1.237553286
37189,Watauga,54117,1.236388166
38065,Oliver,1837,1.235206251
46127,Union,15177,1.233586731
51660,Harrisonburg,53391,1.233333333
37011,Avery,17501,1.232220086
51061,Fauquier,69115,1.23143149
29145,Newton,58202,1.230996747
48313,Madison,14128,1.230944543
41041,Lincoln,47881,1.230785322
42011,Berks,416642,1.229072861
38025,Dunn,4387,1.227230165
56007,Carbon,15477,1.224790576
26113,Missaukee,15006,1.223793363
55113,Sawyer,16370,1.223431453
48383,Reagan,3752,1.222341596
42097,Northumberland,92325,1.222044277
51141,Patrick,17859,1.221466225
46057,Hamlin,6000,1.221119929
5045,Faulkner,122416,1.218980211
46035,Davison,19901,1.218909376
51830,Williamsburg,14788,1.217592593
29213,Taney,54720,1.21733816
48391,Refugio,7236,1.215927485
42017,Bucks,626370,1.215920848
20167,Russell,6977,1.213591798
31067,Gage,21595,1.213412375
47185,White,26580,1.212662605
51700,Newport News,180145,1.212605042
55119,Taylor,20356,1.211989914
54039,Kanawha,185710,1.211795137
53035,Kitsap,262475,1.210789383
24017,Charles,157671,1.210771658
38073,Ransom,5361,1.210444994
51690,Martinsville,13101,1.208955224
19133,Monona,8796,1.208432888
48201,Harris,4602523,1.207584971
35029,Luna,24264,1.207273158
48355,Nueces,360486,1.207019039
26105,Mason,28884,1.206824461
51199,York,67587,1.206752412
38015,Burleigh,93737,1.205598077
8011,Bent,5809,1.205591572
37009,Ashe,26786,1.20511936
51045,Craig,5113,1.204277416
27121,Pope,10980,1.202490464
48283,La Salle,7409,1.202386833
40103,Noble,11411,1.202149342
30071,Phillips,4124,1.201388277
55037,Florence,4337,1.201357602
36013,Chautauqua,129656,1.201346011
38057,Mercer,8570,1.20129253
38061,Mountrail,10152,1.199747084
38075,Renville,2495,1.199093212
13281,Towns,11417,1.199009376
22033,East Baton Rouge,444094,1.196308871
55107,Rusk,14183,1.195826359
31177,Washington,20219,1.195318399
53027,Grays Harbor,71967,1.195030509
47093,Knox,456185,1.19426457
37043,Clay,10813,1.192744695
38101,Ward,69034,1.192638937
46003,Aurora,2759,1.191936971
48475,Ward,11586,1.19192948
47001,Anderson,75775,1.190959925
31043,Dakota,20317,1.190596138
20045,Douglas,119319,1.189956136
29215,Texas,25671,1.189610645
54063,Monroe,13467,1.18880945
20145,Pawnee,6709,1.188629765
38055,McLean,9608,1.187987322
47101,Lewis,11956,1.186634993
31123,Morrill,4841,1.186512219
42027,Centre,161443,1.186364856
47009,Blount,128443,1.185682451
37113,Macon,34410,1.184946359
27053,Hennepin,1235478,1.184500612
24037,St. Mary's,111531,1.183778858
21095,Harlan,27134,1.18357334
51630,Fredericksburg,28469,1.182795699
36089,St. Lawrence,109558,1.182301626
38013,Burke,2213,1.180712468
46067,Hutchinson,7315,1.180122532
42127,Wayne,51536,1.179511088
46023,Charles Mix,9344,1.17939904
36077,Otsego,60244,1.17910867
26011,Arenac,15165,1.178668478
46105,Perkins,2907,1.178307655
20087,Jefferson,18888,1.177949113
37175,Transylvania,33513,1.177816622
1089,Madison,357560,1.177215872
29179,Reynolds,6315,1.177124929
51550,Chesapeake,237820,1.176908071
20057,Ford,34484,1.176227604
47173,Union,19293,1.175834446
21231,Wayne,20609,1.175794456
47171,Unicoi,17780,1.175374323
24009,Calvert,91082,1.174907293
48271,Kinney,3675,1.174523233
51099,King George,25890,1.174468851
31125,Nance,3554,1.174140008
5005,Baxter,41219,1.174067687
51107,Loudoun,385143,1.17332617
26035,Clare,30616,1.172978921
47105,Loudon,51610,1.172947707
54019,Fayette,44126,1.172758229
27163,Washington,253317,1.171170153
29035,Carter,6197,1.170764873
26123,Newaygo,48142,1.170517928
47113,Madison,97682,1.170391269
5063,Independence,37264,1.17031921
29067,Douglas,13374,1.167957834
55007,Bayfield,14992,1.167853247
32009,Esmeralda,981,1.165793557
27041,Douglas,37203,1.165149046
42069,Lackawanna,211454,1.165046431
38011,Bowman,3195,1.164413492
30083,Richland,11360,1.162794421
29015,Benton,18989,1.161593146
26101,Manistee,24444,1.161561153
21135,Lewis,13490,1.160779688
1103,Morgan,119122,1.160581474
56015,Goshen,13438,1.16057758
56021,Laramie,97692,1.159915274
25011,Franklin,70935,1.159074828
27149,Stevens,9784,1.159028832
46123,Tripp,5468,1.158327285
51121,Montgomery,97997,1.157864382
20105,Lincoln,3097,1.157432574
31015,Boyd,2042,1.156731038
37099,Jackson,42256,1.156468321
46075,Jones,735,1.15633108
31179,Wayne,9367,1.154576857
27081,Lincoln,5707,1.154436291
31011,Boone,5313,1.154308863
27123,Ramsey,541493,1.154257908
30005,Blaine,6727,1.153149296
26055,Grand Traverse,91746,1.15279153
31041,Custer,10830,1.152745361
51027,Buchanan,22138,1.152555391
50013,Grand Isle,6965,1.152006486
48443,Terrell,862,1.151935632
31027,Cedar,8523,1.151173836
31167,Stanton,5992,1.150576923
38053,McKenzie,12536,1.150320783
46135,Yankton,22717,1.15
42115,Susquehanna,41340,1.149856322
4012,La Paz,20701,1.149244994
26133,Osceola,23232,1.147950089
54071,Pendleton,7056,1.147844972
40153,Woodward,20967,1.147361701
42015,Bradford,61304,1.146689802
5089,Marion,16438,1.146380697
51093,Isle of Wight,36372,1.14611029
8065,Lake,7585,1.145354691
47135,Perry,7912,1.145254548
29153,Ozark,9236,1.144645341
29091,Howell,40102,1.143460444
55087,Outagamie,184754,1.143282594
27173,Yellow Medicine,9868,1.142746315
8003,Alamosa,16444,1.142710422
40105,Nowata,10383,1.142080956
55073,Marathon,135264,1.141924817
18127,Porter,168041,1.14103228
31103,Keya Paha,792,1.140969866
22109,Terrebonne,112587,1.140515608
20209,Wyandotte,164345,1.140469417
36049,Lewis,26719,1.140226056
31129,Nuckolls,4275,1.139783593
47057,Grainger,23013,1.139490036
54047,McDowell,19217,1.138476201
27051,Grant,5938,1.138417404
46077,Kingsbury,4967,1.138414259
48389,Reeves,15125,1.137773379
38083,Sheridan,1405,1.136962812
38001,Adams,2351,1.136808784
40035,Craig,14493,1.136571658
29093,Iron,10221,1.136466146
36033,Franklin,50692,1.135358712
6025,Imperial,180216,1.135244869
51067,Franklin,56233,1.134884542
51035,Carroll,29738,1.133484591
27155,Traverse,3337,1.133464567
20059,Franklin,25563,1.132608367
51185,Tazewell,42080,1.132521739
29221,Washington,24931,1.131994645
38037,Grant,2380,1.130703186
38093,Stutsman,21064,1.130089653
8123,Weld,295123,1.126543626
38035,Grand Forks,70400,1.126472769
47015,Cannon,13976,1.125780007
51169,Scott,22009,1.125396999
42131,Wyoming,27588,1.124971717
51520,Bristol,16843,1.124444444
55003,Ashland,15712,1.124280718
8057,Jackson,1296,1.123695734
23025,Somerset,50710,1.123444962
20103,Leavenworth,80042,1.123379305
48175,Goliad,7531,1.123286256
51077,Grayson,15811,1.122461251
26127,Oceana,26417,1.1217962
31175,Valley,4224,1.121556289
42123,Warren,40035,1.121388436
38043,Kidder,2460,1.12131262
29161,Phelps,44789,1.120901639
20091,Johnson,585502,1.12017653
55017,Chippewa,63635,1.119582008
51133,Northumberland,12223,1.119156928
54091,Taylor,16951,1.118635171
29225,Webster,38082,1.118318139
29055,Crawford,24280,1.118069735
24033,Prince George's,906202,1.117952266
21151,Madison,89700,1.117181426
46079,Lake,12574,1.117079588
29169,Pulaski,52591,1.116518611
8039,Elbert,25162,1.115722624
47137,Pickett,5088,1.115020051
29149,Oregon,10699,1.114966753
47081,Hickman,24678,1.114841331
29209,Stone,31527,1.114622217
30041,Hill,16439,1.114417952
39079,Jackson,32524,1.113834862
55035,Eau Claire,102991,1.113420546
38003,Barnes,10836,1.113414717
19171,Tama,17136,1.113076828
51167,Russell,27408,1.112808535
26009,Antrim,23177,1.111641671
27067,Kandiyohi,42658,1.111362352
48249,Jim Wells,41192,1.11103848
47161,Stewart,13301,1.111032939
4027,Yuma,207829,1.111026694
47019,Carter,56391,1.110720253
31117,McPherson,454,1.109884209
42045,Delaware,563527,1.108723459
47073,Hawkins,56402,1.107837106
47103,Lincoln,33711,1.107724426
55095,Polk,43349,1.106630861
42091,Montgomery,821301,1.106149211
29167,Polk,31549,1.106085058
20051,Ellis,28878,1.105836279
23007,Franklin,30019,1.105648943
26097,Mackinac,10817,1.105521543
50003,Bennington,35920,1.103679816
36025,Delaware,45502,1.103663352
24035,Queen Anne's,49355,1.102863726
20191,Sumner,23208,1.102773246
29043,Christian,84275,1.102598162
22125,West Feliciana,15377,1.101303453
31157,Scotts Bluff,36255,1.100891824
30055,McCone,1630,1.100727454
38007,Billings,946,1.100646558
55027,Dodge,87776,1.099856665
48025,Bee,32691,1.097365407
47029,Cocke,35336,1.096525097
31147,Richardson,8009,1.096355258
20163,Rooks,5118,1.095823223
31051,Dixon,5746,1.095541401
29009,Barry,35493,1.095504967
47053,Gibson,49175,1.09543368
18089,Lake,486849,1.095425093
48461,Upton,3634,1.094777377
54067,Nicholas,25324,1.09457567
31121,Merrick,7803,1.094534963
47085,Humphreys,18318,1.094247106
38045,LaMoure,4100,1.094204864
23003,Aroostook,68269,1.093632825
24021,Frederick,248472,1.092761987
31171,Thomas,645,1.092339644
29181,Ripley,13693,1.092331541
47133,Overton,22004,1.091955617
23021,Piscataquis,16887,1.091640113
40011,Blaine,9634,1.091491527
56037,Sweetwater,44117,1.08972238
48239,Jackson,14820,1.089388315
36043,Herkimer,62505,1.089333247
47141,Putnam,76440,1.089124584
31109,Lancaster,310094,1.088981608
21035,Calloway,38776,1.088857711
37075,Graham,8557,1.088827477
27071,Koochiching,12644,1.088812657
1083,Limestone,93052,1.088507369
31113,Logan,886,1.088496066
5145,White,78804,1.088314094
54033,Harrison,68209,1.088213325
20121,Miami,33127,1.087778572
40017,Canadian,136710,1.087357569
46117,Stanley,2997,1.087239488
42057,Fulton,14506,1.08693145
26109,Menominee,23234,1.086751849
29229,Wright,18293,1.085828683
26103,Marquette,66939,1.084844708
31091,Hooker,691,1.084536407
40003,Alfalfa,5857,1.084493806
26043,Dickinson,25570,1.083550914
54025,Greenbrier,35347,1.082603796
31111,Lincoln,35433,1.081763137
48145,Falls,17299,1.081501378
21011,Bath,12268,1.080553117
48149,Fayette,25066,1.08038926
29099,Jefferson,223302,1.080119421
42117,Tioga,41226,1.079981144
51750,Radford,17630,1.079812207
54049,Marion,56497,1.079018528
54001,Barbour,16730,1.078628153
31007,Banner,696,1.078525079
51071,Giles,16814,1.078362478
5101,Newton,7848,1.078036501
54077,Preston,33837,1.077964519
50021,Rutland,59273,1.077813462
40027,Cleveland,276733,1.07772446
31081,Hamilton,9178,1.077068379
31009,Blaine,480,1.076291175
20065,Graham,2545,1.076157986
31039,Cuming,8991,1.07564063
54061,Monongalia,105252,1.075432163
26031,Cheboygan,25458,1.074910015
55039,Fond du Lac,102315,1.074879465
47083,Houston,8176,1.073885905
20165,Rush,3102,1.073843101
31127,Nemaha,7004,1.073752711
31141,Platte,33063,1.073500967
54105,Wirt,5797,1.072894372
42043,Dauphin,274515,1.072786314
21177,Muhlenberg,31081,1.072188835
30025,Fallon,2838,1.071597518
42083,McKean,41806,1.071512967
8089,Otero,18325,1.071373562
55019,Clark,34491,1.071058307
46101,Moody,6506,1.070899209
51063,Floyd,15666,1.070328302
54015,Clay,8785,1.06963001
29223,Wayne,13308,1.06882482
47091,Johnson,17789,1.068629382
42075,Lebanon,138674,1.068422559
5009,Boone,37288,1.068403261
22005,Ascension,121176,1.068231937
19103,Johnson,147001,1.068113451
5015,Carroll,27887,1.068073805
54041,Lewis,16276,1.067614558
42013,Blair,123842,1.06754621
29023,Butler,42733,1.067377077
47055,Giles,29167,1.067298726
31115,Loup,585,1.067246961
48505,Zapata,14369,1.066876008
21137,Lincoln,24458,1.066776667
29187,St. Francois,66342,1.066698395
48331,Milam,24664,1.06603368
29095,Jackson,692003,1.06541555
54097,Upshur,24605,1.06485051
47149,Rutherford,307128,1.063811733
20141,Osborne,3603,1.063762197
47063,Hamblen,63740,1.063541024
30107,Wheatland,2149,1.063529515
29131,Miller,25049,1.063527992
20077,Harper,5673,1.063207707
29165,Platte,98824,1.062925998
31001,Adams,31583,1.062913907
19053,Decatur,8044,1.062855806
47117,Marshall,32269,1.062634631
48507,Zavala,12131,1.0618428
55025,Dane,529843,1.061295681
19159,Ringgold,4984,1.060820896
46125,Turner,8264,1.060661765
30105,Valley,7532,1.060202953
26111,Midland,83389,1.059663167
30015,Chouteau,5789,1.059465961
54035,Jackson,29018,1.059424386
22009,Avoyelles,40882,1.059382545
20125,Montgomery,32970,1.058991148
51153,Prince William,456749,1.058298821
29125,Maries,8884,1.058029015
27139,Scott,143372,1.058012821
19101,Jefferson,18077,1.058006748
40093,Major,7718,1.057848071
47045,Dyer,37576,1.057806691
31159,Seward,17127,1.057249202
54007,Braxton,14282,1.056658845
38087,Slope,704,1.056285611
26013,Baraga,8507,1.055780868
29077,Greene,288429,1.055689103
20123,Mitchell,6222,1.05561277
55005,Barron,45252,1.055073698
29141,Morgan,20137,1.054823762
27117,Pipestone,9185,1.05456234
31101,Keith,8099,1.053706252
20147,Phillips,5408,1.053469128
30079,Prairie,1342,1.053439727
46053,Gregory,4201,1.053372009
19119,Lyon,11769,1.053333333
46043,Douglas,2930,1.052228726
5121,Randolph,17603,1.052037201
39131,Pike,28214,1.052011923
42009,Bedford,48611,1.051858754
51021,Bland,6447,1.051693405
5087,Madison,16076,1.051189443
20189,Stevens,5686,1.051138843
21083,Graves,37294,1.05111605
19139,Muscatine,42950,1.051037768
46099,Minnehaha,186749,1.051035725
42093,Montour,18294,1.050692802
51193,Westmoreland,17638,1.050321925
47087,Jackson,11615,1.049871023
40083,Logan,46044,1.049679487
47131,Obion,30520,1.049559209
38017,Cass,174202,1.049433404
19095,Iowa,16207,1.049318317
51650,Hampton,135583,1.049160671
19085,Harrison,14143,1.049097665
30037,Golden Valley,724,1.048995399
20003,Anderson,7852,1.048849225
20175,Seward,22692,1.048794167
26003,Alger,9194,1.048441463
47089,Jefferson,53247,1.048322911
26107,Mecosta,43264,1.048269846
27093,Meeker,23079,1.047543076
47059,Greene,68669,1.047523098
50007,Chittenden,162052,1.047201263
47163,Sullivan,156734,1.047144439
5075,Lawrence,16669,1.047102877
21173,Montgomery,27759,1.046941679
55049,Iowa,23620,1.046217105
54085,Ritchie,9932,1.046213592
38033,Golden Valley,1882,1.045562613
48123,DeWitt,20435,1.045131896
19115,Louisa,11223,1.045068027
46027,Clay,13925,1.044819079
47179,Washington,127055,1.044795651
26007,Alpena,28612,1.044602536
46087,McCook,5511,1.044525704
31093,Howard,6405,1.044336332
21057,Cumberland,6713,1.044317853
31079,Hall,61343,1.043716881
40109,Oklahoma,782051,1.04359101
21207,Russell,17760,1.043424163
54073,Pleasants,7507,1.04328805
24029,Kent,19593,1.043260038
47127,Moore,6322,1.043224299
31019,Buffalo,49030,1.043174603
27019,Carver,100416,1.042987746
31181,Webster,3571,1.042587964
51580,Covington,5582,1.042553191
42021,Cambria,134550,1.042512315
20157,Republic,4686,1.042261565
31013,Box Butte,11089,1.041244721
33005,Cheshire,76263,1.040690035
31143,Polk,5255,1.040669072
21069,Fleming,14479,1.040541769
48255,Karnes,15387,1.039808441
29047,Clay,239164,1.03976765
20005,Atchison,16363,1.039646979
29123,Madison,12205,1.03957382
38091,Steele,1910,1.039306641
51005,Alleghany,15286,1.039086662
54087,Roane,14205,1.039050675
47027,Clay,7686,1.038700846
47003,Bedford,47558,1.038413879
19183,Washington,22143,1.038270378
54107,Wood,85556,1.038124678
55009,Brown,259786,1.03800918
29185,St. Clair,9383,1.037967174
26121,Muskegon,173043,1.037741808
55103,Richland,17539,1.037361944
29083,Henry,21765,1.036680471
18091,LaPorte,110552,1.036572485
36041,Hamilton,4575,1.036371846
27103,Nicollet,33783,1.036253776
8061,Kiowa,1449,1.036210329
42055,Franklin,153751,1.03596664
21171,Monroe,10634,1.035764442
20205,Wilson,8780,1.03561602
47043,Dickson,51988,1.035020636
47159,Smith,19458,1.034811958
26141,Presque Isle,12797,1.034744733
29135,Moniteau,15958,1.034282875
31047,Dawson,23804,1.033463564
19175,Union,12453,1.033435988
21105,Hickman,4568,1.03331277
47119,Maury,89776,1.033255754
48395,Robertson,16890,1.033202604
29097,Jasper,119238,1.033168224
48127,Dimmit,10663,1.032802063
20021,Cherokee,20331,1.032748864
21079,Garrard,17328,1.03270539
22001,Acadia,62568,1.032699557
54017,Doddridge,8536,1.032495235
47041,DeKalb,19601,1.032367797
20137,Norton,5486,1.032001742
31163,Sherman,3042,1.031937213
38041,Hettinger,2576,1.03169593
48157,Fort Bend,739342,1.031597686
50001,Addison,36939,1.031530439
26053,Gogebic,15414,1.031508074
29051,Cole,76740,1.031186954
48297,Live Oak,12123,1.03099683
42051,Fayette,132289,1.030915824
21053,Clinton,10211,1.030797659
47157,Shelby,937005,1.030713771
21045,Casey,15796,1.030189451
55023,Crawford,16288,1.029968454
31053,Dodge,36683,1.029920692
28119,Quitman,7372,1.02988816
21075,Fulton,6210,1.02966987
46097,Miner,2229,1.029310345
30109,Wibaux,1175,1.029020692
39105,Meigs,23160,1.028818033
40073,Kingfisher,15618,1.02880872
19039,Clarke,9282,1.028766977
51191,Washington,54406,1.028731383
51155,Pulaski,34234,1.028653295
26029,Charlevoix,26219,1.028610562
29039,Cedar,13938,1.028433613
20195,Trego,2858,1.028339695
26061,Houghton,36360,1.028298345
26017,Bay,104786,1.028145695
31077,Greeley,2410,1.027816737
19011,Benton,25626,1.027069784
48301,Loving,102,1.026648143
46083,Lincoln,54914,1.026244344
40053,Grant,4418,1.025955706
38089,Stark,30876,1.025817166
31131,Otoe,15896,1.025579423
31055,Douglas,554992,1.02538787
19167,Sioux,34825,1.025140412
54101,Webster,8518,1.024933967
51197,Wythe,28940,1.024775513
20013,Brown,9664,1.024768824
5067,Jackson,17225,1.024736048
21001,Adair,19241,1.024348767
8025,Crowley,5630,1.024337277
27083,Lyon,25839,1.02395087
24023,Garrett,29376,1.023762283
48131,Duval,11355,1.023711765
54013,Calhoun,7396,1.02351357
54095,Tyler,8909,1.023474711
38023,Divide,2369,1.023414634
38097,Traill,8019,1.023328847
51091,Highland,2214,1.023267087
19087,Henry,19926,1.023234344
19181,Warren,49361,1.022568512
29227,Worth,2040,1.02243228
5085,Lonoke,72206,1.022346369
35013,Doña Ana,215338,1.022220439
19121,Madison,15890,1.022183603
27131,Rice,65765,1.021968737
47097,Lauderdale,26297,1.021702638
26071,Iron,11212,1.021672673
53049,Pacific,21281,1.021645424
20083,Hodgeman,1842,1.021582386
19173,Taylor,6201,1.021581852
29109,Lawrence,38133,1.02152378
19185,Wayne,6413,1.021357892
42029,Chester,517156,1.021187278
24015,Cecil,102517,1.020910351
29071,Franklin,102781,1.020310633
28083,Leflore,29804,1.020277481
20089,Jewell,2916,1.020066427
39001,Adams,27878,1.019836378
27079,Le Sueur,27983,1.01937609
54103,Wetzel,15614,1.019366486
55043,Grant,51828,1.01926031
29087,Holt,4456,1.019006744
21049,Clark,35872,1.018939394
42059,Greene,37144,1.018623058
48229,Hudspeth,4098,1.018563955
54021,Gilmer,8205,1.018294758
21169,Metcalfe,10004,1.017624933
27143,Sibley,14912,1.01754386
19157,Poweshiek,18605,1.017258222
51173,Smyth,31059,1.01695692
31061,Franklin,3006,1.016876089
38105,Williams,34061,1.01665975
22097,St. Landry,83449,1.016601013
55055,Jefferson,84652,1.01654368
29037,Cass,102678,1.016358209
51059,Fairfax,1143529,1.016274467
51017,Bath,4393,1.016050129
26073,Isabella,70775,1.015970269
51740,Portsmouth,95311,1.015957447
26131,Ontonagon,5968,1.015236709
20107,Linn,9635,1.015103595
55121,Trempealeau,29438,1.014706784
27037,Dakota,418201,1.014530147
48177,Gonzales,20667,1.014357966
47187,Williamson,218648,1.014295848
31063,Frontier,2609,1.014222782
18111,Newton,14018,1.014143362
21183,Ohio,24071,1.014117216
29159,Pettis,42371,1.0140826
48141,El Paso,837654,1.013795634
26041,Delta,36190,1.013794912
29073,Gasconade,14746,1.013725374
19035,Cherokee,11468,1.013708343
29081,Harrison,8554,1.01366614
19117,Lucas,8597,1.013363879
19071,Fremont,6968,1.013338076
19107,Keokuk,10200,1.013284215
48285,Lavaca,19941,1.01315667
55063,La Crosse,117850,1.012916444
39071,Highland,43007,1.012821704
26083,Keweenaw,2130,1.012664367
48311,McMullen,662,1.012631846
47125,Montgomery,196387,1.012436515
31083,Harlan,3438,1.012428509
29057,Dade,7590,1.012395543
19093,Ida,6916,1.012335177
20183,Smith,3663,1.012155809
30021,Dawson,9191,1.01202486
48481,Wharton,41551,1.011990089
17063,Grundy,50509,1.01191766
31073,Gosper,2015,1.011778563
48015,Austin,29565,1.011776947
27129,Renville,14721,1.011690437
19125,Marion,33207,1.01149789
30091,Sheridan,3574,1.011266675
51710,Norfolk,245592,1.011135857
42061,Huntingdon,45421,1.011022815
20135,Ness,2955,1.010965998
19003,Adams,3726,1.010649087
39141,Ross,77051,1.01038806
29005,Atchison,5270,1.01037672
40047,Garfield,62190,1.010349197
22123,West Carroll,11180,1.010046593
20063,Gove,2619,1.009805586
29186,Ste. Genevieve,17871,1.009752056
55109,St. Croix,87917,1.009729029
42065,Jefferson,44084,1.00965781
31137,Phelps,9120,1.009526645
19127,Marshall,40271,1.009299161
19129,Mills,14957,1.009259259
39015,Brown,43679,1.009143407
30019,Daniels,1753,1.009028943
17031,Cook,5223719,1.008927197
20069,Gray,6037,1.008913649
19153,Polk,474274,1.008900452
19031,Cedar,18445,1.008723236
28149,Warren,47075,1.008690184
31037,Colfax,10760,1.008662175
31099,Kearney,6552,1.008632138
28053,Humphreys,8539,1.008564815
31155,Saunders,21024,1.008562691
17197,Will,688697,1.008550906
42047,Elk,30608,1.008328334
29129,Mercer,3664,1.008284486
47021,Cheatham,39929,1.008155958
29063,DeKalb,12564,1.008108677
54083,Randolph,29065,1.008077315
27133,Rock,9413,1.008033531
39163,Vinton,13111,1.008030095
19147,Palo Alto,9055,1.007898894
47189,Wilson,132663,1.007842501
22041,Franklin,20322,1.007155172
27161,Waseca,18809,1.007062147
42023,Cameron,4686,1.006896552
29151,Osage,13619,1.006879458
19113,Linn,222121,1.006847046
31085,Hayes,943,1.00673247
26117,Montcalm,63209,1.006626647
19145,Page,15363,1.006619309
50011,Franklin,49025,1.006419978
29075,Gentry,6665,1.006172279
31023,Butler,8067,1.006044579
48479,Webb,272053,1.005940681
29061,Daviess,8302,1.005890782
19047,Crawford,17132,1.005816286
29053,Cooper,17622,1.005772006
21107,Hopkins,45664,1.005702473
31065,Furnas,4786,1.005643093
29147,Nodaway,22547,1.005576976
48323,Maverick,57970,1.005566516
24003,Anne Arundel,567696,1.005485516
24025,Harford,251025,1.005446809
19099,Jasper,36891,1.005437738
20001,Allen,12630,1.005407801
27085,McLeod,35825,1.005392289
39167,Washington,60671,1.005318091
19057,Des Moines,39600,1.005299768
20099,Labette,20367,1.005262457
55131,Washington,134535,1.005251741
20101,Lane,1642,1.005092929
17151,Pope,4249,1.005068729
8017,Cheyenne,2039,1.00501399
31185,York,13799,1.004942339
20133,Neosho,16125,1.004889083
20037,Crawford,39108,1.004868031
21157,Marshall,31166,1.004861276
48089,Colorado,21022,1.004841079
