geoid,name,svi,weighted_wfp,pop,state
40015,Caddo,94.59,10.20397298,29342,Oklahoma
12083,Marion,75.35,10.17999534,348371,Florida
46089,McPherson,28.89,10.13732773,2364,South Dakota
21203,Rockcastle,78.82,10.11056596,16827,Kentucky
48339,Montgomery,39.14,10.054155,554445,Texas
39087,Lawrence,55.83,10.04629808,60622,Ohio
51185,Tazewell,59.36,9.998542429,42080,Virginia
40007,Beaver,45.54,9.957484007,5415,Oklahoma
12045,Gulf,59.2,9.900884613,16055,Florida
1071,Jackson,57.26,9.852729744,52094,Alabama
55057,Juneau,37.8,9.822399583,26419,Wisconsin
27041,Douglas,4.46,9.81788176,37203,Minnesota
38099,Walsh,36.82,9.707744928,10802,North Dakota
56005,Campbell,33.15,9.707625784,47708,Wyoming
47029,Cocke,68.57,9.695943195,35336,Tennessee
22069,Natchitoches,85.73,9.64101872,38963,Louisiana
36103,Suffolk,21.46,9.614290277,1487901,New York
48357,Ochiltree,57.87,9.600302101,10348,Texas
38081,Sargent,2.32,9.594388776,3883,North Dakota
5083,Logan,80.45,9.567329908,21757,Arkansas
54039,Kanawha,56.56,9.565178634,185710,West Virginia
53021,Franklin,86.91,9.545407371,90660,Washington
56031,Platte,9.52,9.511976814,8673,Wyoming
51700,Newport News,81.56,9.485801587,180145,Virginia
29029,Camden,33.63,9.485104505,45096,Missouri
51775,Salem,30.89,9.390053041,25519,Virginia
36115,Washington,40,9.344774195,61828,New York
48403,Sabine,53.09,9.275926785,10458,Texas
51790,Staunton,44.49,9.27470039,24452,Virginia
56045,Weston,34.75,9.259038962,7100,Wyoming
40103,Noble,33.85,9.224801565,11411,Oklahoma
1055,Etowah,65.64,9.173024666,102939,Alabama
51169,Scott,67.58,9.153204641,22009,Virginia
48469,Victoria,78.34,9.112830615,91970,Texas
53001,Adams,96.21,9.098338431,19452,Washington
31123,Morrill,42.2,9.094669023,4841,Nebraska
48279,Lamb,89.75,9.085984419,13262,Texas
13013,Barrow,42.04,9.084642394,76887,Georgia
46105,Perkins,10.96,9.076908953,2907,South Dakota
38061,Mountrail,37.58,9.070809109,10152,North Dakota
51125,Nelson,30,8.973275808,14812,Virginia
27073,Lac qui Parle,10.06,8.956707143,6773,Minnesota
36069,Ontario,23.15,8.939680955,109472,New York
46075,Jones,0.51,8.908328213,735,South Dakota
46045,Edmunds,3.41,8.8561946,3940,South Dakota
8057,Jackson,11.37,8.839355137,1296,Colorado
13287,Turner,98.09,8.724667077,7962,Georgia
51077,Grayson,64.59,8.680500787,15811,Virginia
46053,Gregory,28.47,8.642667017,4201,South Dakota
46015,Brule,57.13,8.634293155,5256,South Dakota
30107,Wheatland,54.36,8.59446352,2149,Montana
45029,Colleton,80,8.564181869,37568,South Carolina
51187,Warren,25.64,8.560900212,39449,Virginia
22017,Caddo,83.85,8.484476196,248361,Louisiana
6031,Kings,97.07,8.483422483,150075,California
30103,Treasure,5.67,8.4729718,777,Montana
38069,Pierce,19.14,8.410143581,4210,North Dakota
51097,King and Queen,32.45,8.399957615,7052,Virginia
29015,Benton,55.13,8.39313879,18989,Missouri
28113,Pike,98.82,8.322090652,39737,Mississippi
32021,Mineral,88.15,8.289932735,4448,Nevada
48405,San Augustine,88.89,8.248481766,8327,Texas
13265,Taliaferro,90.89,8.17419691,1665,Georgia
38005,Benson,84.33,8.151032177,6886,North Dakota
38031,Foster,1.75,8.117509162,3290,North Dakota
6027,Inyo,57.01,8.041552422,18085,California
12133,Washington,89.39,8.040168341,24566,Florida
35005,Chaves,95.51,7.989172192,65459,New Mexico
35059,Union,67.93,7.984450265,4175,New Mexico
29213,Taney,82.17,7.97858027,54720,Missouri
46085,Lyman,71.37,7.885100094,3869,South Dakota
40065,Jackson,82.26,7.861191191,25384,Oklahoma
20177,Shawnee,50.99,7.860592919,178284,Kansas
6071,San Bernardino,90.1,7.850555886,2135413,California
1051,Elmore,54.01,7.837007765,81212,Alabama
51830,Williamsburg,38.5,7.835118592,14788,Virginia
48383,Reagan,48.06,7.828728759,3752,Texas
48467,Van Zandt,55.89,7.800666343,54368,Texas
40109,Oklahoma,68.18,7.792378446,782051,Oklahoma
46115,Spink,17.68,7.788900527,6543,South Dakota
55013,Burnett,16.72,7.764713451,15258,Wisconsin
47121,Meigs,49.33,7.760677841,11962,Tennessee
22039,Evangeline,99.75,7.756727446,33636,Louisiana
35006,Cibola,99.84,7.700490052,26978,New Mexico
48303,Lubbock,74.97,7.693426456,301454,Texas
13241,Rabun,53.41,7.621840095,16457,Georgia
30017,Custer,29.01,7.615905129,11845,Montana
46063,Harding,8.28,7.577483151,1311,South Dakota
27151,Swift,32.13,7.405979271,9411,Minnesota
21199,Pulaski,74.2,7.401420912,64145,Kentucky
34033,Salem,59.01,7.389030321,63336,New Jersey
36063,Niagara,33.18,7.387747522,211704,New York
16067,Minidoka,67.83,7.32760127,20615,Idaho
54071,Pendleton,35.8,7.294972775,7056,West Virginia
30033,Garfield,0.76,7.282147425,1141,Montana
13059,Clarke,76.75,7.263699446,124602,Georgia
30083,Richland,21.21,7.261619498,11360,Montana
31165,Sioux,1.78,7.242888585,1266,Nebraska
28019,Choctaw,85.41,7.233763203,8321,Mississippi
31101,Keith,22.68,7.21555516,8099,Nebraska
46029,Codington,24.49,7.21415067,27993,South Dakota
45083,Spartanburg,76.18,7.20892652,302195,South Carolina
48065,Carson,3.38,7.19909144,6032,Texas
48017,Bailey,80.03,7.132340483,7092,Texas
48135,Ector,79.24,7.014575875,158342,Texas
35061,Valencia,90.41,7.000631515,75956,New Mexico
47145,Roane,38.44,6.998331917,52897,Tennessee
36039,Greene,41.59,6.991662557,47617,New York
46019,Butte,36.27,6.973535257,10177,South Dakota
47109,McNairy,71.72,6.954332192,25903,Tennessee
41011,Coos,74.3,6.952560619,63308,Oregon
4003,Cochise,90.64,6.932269642,126279,Arizona
35027,Lincoln,47.96,6.892891075,19482,New Mexico
46117,Stanley,10.99,6.837311755,2997,South Dakota
46005,Beadle,65.06,6.776343939,18374,South Dakota
36057,Montgomery,83.06,6.772976008,49426,New York
27011,Big Stone,20.06,6.749563653,5016,Minnesota
13125,Glascock,68.6,6.738803636,3009,Georgia
46003,Aurora,27.26,6.701982938,2759,South Dakota
48215,Hidalgo,97.8,6.653249113,849389,Texas
41025,Harney,71.08,6.637235486,7228,Oregon
48409,San Patricio,83.09,6.613943258,67046,Texas
30065,Musselshell,35.51,6.596480833,4807,Montana
47019,Carter,61.53,6.568846172,56391,Tennessee
8014,Broomfield,4.9,6.556532897,66120,Colorado
13133,Greene,53.79,6.51603232,16976,Georgia
55021,Columbia,12.04,6.496392493,56954,Wisconsin
38073,Ransom,8.57,6.484726823,5361,North Dakota
1017,Chambers,73.82,6.47887371,33826,Alabama
22043,Grant,62.74,6.353079019,22348,Louisiana
46035,Davison,23.38,6.352243077,19901,South Dakota
51095,James City,11.5,6.333190215,74153,Virginia
28145,Union,82.77,6.319198116,28356,Mississippi
21151,Madison,49.68,6.314052088,89700,Kentucky
48147,Fannin,57.58,6.304393,34175,Texas
47009,Blount,24.52,6.301548576,128443,Tennessee
29225,Webster,63.85,6.204432271,38082,Missouri
51009,Amherst,46.82,6.193573874,31882,Virginia
48419,Shelby,95.22,6.189830681,25478,Texas
49023,Juab,23.31,6.142744513,10948,Utah
26001,Alcona,25.57,6.138437677,10364,Michigan
37101,Johnston,53.95,6.111951884,191172,North Carolina
56011,Crook,3.28,6.109253607,7410,Wyoming
31175,Valley,14.84,6.100450891,4224,Nebraska
26035,Clare,77.2,6.086094399,30616,Michigan
6075,San Francisco,39.11,6.056901197,870044,California
35009,Curry,87.74,6.04826554,50199,New Mexico
48161,Freestone,84.3,5.994315322,19709,Texas
29153,Ozark,58.25,5.972028535,9236,Missouri
20201,Washington,14.81,5.9262111,5525,Kansas
31007,Banner,0.41,5.891838822,696,Nebraska
38087,Slope,1.37,5.877779399,704,North Dakota
32031,Washoe,52.71,5.822457313,450486,Nevada
1033,Colbert,42.74,5.800519483,54495,Alabama
30071,Phillips,41.46,5.780057523,4124,Montana
51550,Chesapeake,25.92,5.772983947,237820,Virginia
53075,Whitman,51.08,5.755474562,48593,Washington
48445,Terry,98.76,5.739757617,12615,Texas
56021,Laramie,26.97,5.731363219,97692,Wyoming
5061,Howard,90.45,5.695863805,13389,Arkansas
27155,Traverse,26.02,5.690941152,3337,Minnesota
28109,Pearl River,70.51,5.671340475,55149,Mississippi
38043,Kidder,2.9,5.602359168,2460,North Dakota
8109,Saguache,80.7,5.586362052,6468,Colorado
27067,Kandiyohi,40.64,5.54468272,42658,Minnesota
48239,Jackson,67.74,5.537118883,14820,Texas
26113,Missaukee,47.55,5.502831435,15006,Michigan
38021,Dickey,11.59,5.479602039,4970,North Dakota
29229,Wright,90.06,5.473182272,18293,Missouri
13259,Stewart,92.45,5.472582379,6042,Georgia
4012,La Paz,92.36,5.459618069,20701,Arizona
46135,Yankton,31.59,5.455004534,22717,South Dakota
51061,Fauquier,2.87,5.374315923,69115,Virginia
4019,Pima,88.28,5.367226038,1019722,Arizona
48205,Hartley,53.44,5.361682045,5767,Texas
5051,Garland,82.8,5.343157731,98296,Arkansas
47073,Hawkins,70.8,5.307295535,56402,Tennessee
19149,Plymouth,12.71,5.302463482,25039,Iowa
27121,Pope,3.15,5.280225714,10980,Minnesota
48055,Caldwell,87.32,5.223885801,41401,Texas
31111,Lincoln,36.75,5.215860433,35433,Nebraska
56027,Niobrara,33.6,5.194959356,2448,Wyoming
36105,Sullivan,79.39,5.165174575,75211,New York
8039,Elbert,0,5.150483261,25162,Colorado
27061,Itasca,32.93,5.138827311,45203,Minnesota
1043,Cullman,51.82,5.011877383,82313,Alabama
48079,Cochran,86.08,5.009035908,2904,Texas
48219,Hockley,90.25,4.984209838,23162,Texas
49033,Rich,19.71,4.961321279,2350,Utah
30109,Wibaux,39.33,4.960818285,1175,Montana
8031,Denver,41.97,4.932681351,693417,Colorado
51073,Gloucester,3.66,4.913229417,37161,Virginia
48443,Terrell,47.13,4.897259484,862,Texas
48461,Upton,65.19,4.826698181,3634,Texas
48223,Hopkins,70.67,4.794809755,36240,Texas
54057,Mineral,59.33,4.772672179,27278,West Virginia
51091,Highland,6.5,4.740822262,2214,Virginia
1059,Franklin,84.17,4.723208452,31542,Alabama
51840,Winchester,72.2,4.720525006,27789,Virginia
48029,Bexar,82.58,4.677217356,1925865,Texas
40141,Tillman,87.1,4.661718242,7515,Oklahoma
45065,McCormick,73.73,4.641695679,9606,South Carolina
1053,Escambia,85.57,4.620780863,37328,Alabama
22095,St. John the Baptist,74.68,4.603776783,43446,Louisiana
51137,Orange,46.5,4.569703619,35612,Virginia
28063,Jefferson,96.37,4.564608921,7346,Mississippi
13225,Peach,94.04,4.560511588,26966,Georgia
5129,Searcy,43.76,4.551748458,7923,Arkansas
13165,Jenkins,82.83,4.534546379,8827,Georgia
51047,Culpeper,48.82,4.478792314,50450,Virginia
48185,Grimes,86.02,4.42114592,27630,Texas
35015,Eddy,70.32,4.378254679,57437,New Mexico
47071,Hardin,70.64,4.366876461,25771,Tennessee
27051,Grant,9.46,4.358387556,5938,Minnesota
46067,Hutchinson,24.87,4.341994505,7315,South Dakota
51107,Loudoun,9.04,4.320495657,385143,Virginia
27071,Koochiching,43.66,4.29329872,12644,Minnesota
21079,Garrard,42.99,4.292647712,17328,Kentucky
46025,Clark,17.1,4.289575457,3673,South Dakota
16071,Oneida,34.24,4.289548813,4326,Idaho
12033,Escambia,48.63,4.285533448,311522,Florida
20029,Cloud,27.39,4.195413135,9060,Kansas
51161,Roanoke,13.12,4.167876175,93583,Virginia
48201,Harris,72.36,4.146229487,4602523,Texas
1009,Blount,42.42,4.114112528,57645,Alabama
30005,Blaine,91.5,4.108914591,6727,Montana
55141,Wood,15.35,4.093550794,73274,Wisconsin
38067,Pembina,4.17,4.080678729,7016,North Dakota
26085,Lake,78.18,4.056766183,11763,Michigan
38075,Renville,2.8,4.044458811,2495,North Dakota
35031,McKinley,98.89,4.041495682,72849,New Mexico
28005,Amite,81.91,4.006009082,12468,Mississippi
46043,Douglas,15.03,3.998303496,2930,South Dakota
20009,Barton,54.39,3.978394192,26791,Kansas
29039,Cedar,64.11,3.956506771,13938,Missouri
48007,Aransas,80.19,3.943468504,24763,Texas
27139,Scott,11.08,3.905082517,143372,Minnesota
31141,Platte,29.94,3.886574001,33063,Nebraska
30085,Roosevelt,88.79,3.8733504,11228,Montana
34001,Atlantic,79.11,3.849325275,268539,New Jersey
37009,Ashe,49.94,3.801702562,26786,North Carolina
29067,Douglas,52.32,3.781515767,13374,Missouri
38079,Rolette,90.7,3.764669503,14603,North Dakota
38103,Wells,6.11,3.758259706,4055,North Dakota
20145,Pawnee,28.66,3.694883032,6709,Kansas
46077,Kingsbury,2.23,3.67801471,4967,South Dakota
22075,Plaquemines,70.61,3.676359994,23373,Louisiana
48313,Madison,83.76,3.661802907,14128,Texas
54067,Nicholas,54.11,3.652006767,25324,West Virginia
38035,Grand Forks,30.29,3.61798247,70400,North Dakota
51191,Washington,36.46,3.612479489,54406,Virginia
27023,Chippewa,35.22,3.582311683,12010,Minnesota
49003,Box Elder,15.92,3.555441966,53001,Utah
20125,Montgomery,80.29,3.53167742,32970,Kansas
54025,Greenbrier,55.57,3.519823218,35347,West Virginia
45045,Greenville,50.38,3.500187111,498402,South Carolina
48195,Hansford,76.15,3.492243267,5547,Texas
31173,Thurston,88.66,3.490076325,7140,Nebraska
31051,Dixon,37.9,3.469776592,5746,Nebraska
54079,Putnam,4.08,3.457795653,56652,West Virginia
31157,Scotts Bluff,56.75,3.441121084,36255,Nebraska
1133,Winston,70.25,3.412966889,23875,Alabama
35019,Guadalupe,95.29,3.362097032,4382,New Mexico
8025,Crowley,89.3,3.357412289,5630,Colorado
20105,Lincoln,13.22,3.340106674,3097,Kansas
38013,Burke,0.7,3.326081691,2213,North Dakota
40115,Ottawa,95.76,3.303781975,31566,Oklahoma
8005,Arapahoe,26.62,3.299082218,636671,Colorado
48069,Castro,77.74,3.289550412,7787,Texas
26097,Mackinac,64.52,3.256577699,10817,Michigan
41037,Lake,76.08,3.239207469,7843,Oregon
45077,Pickens,59.9,3.227631219,122746,South Carolina
49021,Iron,45.25,3.222508022,49691,Utah
48289,Leon,61.56,3.187155732,17098,Texas
26137,Otsego,36.94,3.184876009,24397,Michigan
20205,Wilson,63.66,3.172738531,8780,Kansas
29185,St. Clair,49.87,3.135155576,9383,Missouri
32033,White Pine,37.42,3.121040937,9737,Nevada
4027,Yuma,98.95,3.116427682,207829,Arizona
51017,Bath,24.71,3.099899959,4393,Virginia
46057,Hamlin,15.86,3.041960616,6000,South Dakota
31021,Burt,25.41,3.036302975,6528,Nebraska
5089,Marion,51.75,3.034599918,16438,Arkansas
28023,Clarke,66.69,3.03191894,15928,Mississippi
8089,Otero,95.61,3.010697995,18325,Colorado
20057,Ford,85.7,2.972160195,34484,Kansas
48157,Fort Bend,28.73,2.928810813,739342,Texas
29119,McDonald,86.31,2.927536839,22827,Missouri
45071,Newberry,92.32,2.904798437,38068,South Carolina
13089,DeKalb,66.11,2.896798558,743187,Georgia
49005,Cache,32.01,2.873994737,122336,Utah
37157,Rockingham,78.57,2.811983764,91270,North Carolina
21231,Wayne,74.78,2.807798517,20609,Kentucky
31047,Dawson,79.33,2.803812145,23804,Nebraska
22085,Sabine,83.15,2.796014645,24088,Louisiana
29221,Washington,79.04,2.772485258,24931,Missouri
38083,Sheridan,7.42,2.762253608,1405,North Dakota
4023,Santa Cruz,93.18,2.744539681,46584,Arizona
20119,Meade,37.17,2.743513457,4261,Kansas
29093,Iron,78.22,2.737346866,10221,Missouri
38011,Bowman,17.55,2.736719628,3195,North Dakota
29215,Texas,83.03,2.731407644,25671,Missouri
5065,Izard,56.97,2.664034895,13559,Arkansas
20077,Harper,32.23,2.661121066,5673,Kansas
26011,Arenac,50.54,2.660536552,15165,Michigan
51173,Smyth,75.48,2.657255626,31059,Virginia
30011,Carter,4.87,2.638855009,1318,Montana
48111,Dallam,55.03,2.60786958,7243,Texas
1081,Lee,66.02,2.596178033,159287,Alabama
29169,Pulaski,65.03,2.59581451,52591,Missouri
27149,Stevens,22.58,2.591997772,9784,Minnesota
37117,Martin,75.41,2.576737346,23054,North Carolina
27081,Lincoln,6.66,2.561040898,5707,Minnesota
54037,Jefferson,22.55,2.541030265,56179,West Virginia
1125,Tuscaloosa,62.55,2.515618729,206213,Alabama
20003,Anderson,22.74,2.499236956,7852,Kansas
38101,Ward,16.78,2.492484505,69034,North Dakota
26103,Marquette,30.57,2.489163491,66939,Michigan
51660,Harrisonburg,79.3,2.464009923,53391,Virginia
29209,Stone,34.87,2.452810436,31527,Missouri
47057,Grainger,59.3,2.447959575,23013,Tennessee
27093,Meeker,18.69,2.444334133,23079,Minnesota
21069,Fleming,77.1,2.423327379,14479,Kentucky
53011,Clark,28.57,2.378493409,465384,Washington
22031,De Soto,89.17,2.350376539,27216,Louisiana
38093,Stutsman,24.24,2.303254135,21064,North Dakota
48117,Deaf Smith,84.11,2.301150079,18899,Texas
30021,Dawson,7.52,2.286478272,9191,Montana
48109,Culberson,99.71,2.28595816,2241,Texas
38003,Barnes,12.45,2.274768651,10836,North Dakota
31043,Dakota,86.15,2.274579999,20317,Nebraska
29203,Shannon,64.49,2.245977412,8246,Missouri
37075,Graham,63.38,2.231438079,8557,North Carolina
1057,Fayette,70.38,2.23118674,16585,Alabama
5115,Pope,79.36,2.220110188,63644,Arkansas
51101,King William,3.57,2.203764102,16497,Virginia
34007,Camden,61.18,2.202437448,507367,New Jersey
13053,Chattahoochee,63.79,2.200298196,10767,Georgia
21137,Lincoln,70.83,2.194548976,24458,Kentucky
48355,Nueces,83.63,2.169617644,360486,Texas
6025,Imperial,99.78,2.146153567,180216,California
48369,Parmer,75.76,2.137145752,9852,Texas
56037,Sweetwater,37.01,2.132983393,44117,Wyoming
26119,Montmorency,37.29,2.109760043,9261,Michigan
5125,Saline,33.25,2.08441805,118009,Arkansas
48473,Waller,83.31,2.066402675,49987,Texas
28057,Itawamba,54.87,2.054265091,23480,Mississippi
29145,Newton,43.41,2.051630141,58202,Missouri
28081,Lee,79.52,2.050677722,84915,Mississippi
47039,Decatur,50.86,2.046485768,11683,Tennessee
47133,Overton,45.76,2.042847016,22004,Tennessee
47137,Pickett,41.53,2.041751755,5088,Tennessee
31179,Wayne,8.47,2.034095888,9367,Nebraska
42017,Bucks,8.31,2.031213139,626370,Pennsylvania
31125,Nance,8.25,2.029120199,3554,Nebraska
29077,Greene,43.95,2.020239169,288429,Missouri
13135,Gwinnett,43.47,2.004889649,902298,Georgia
19193,Woodbury,69.68,1.977421551,102398,Iowa
30037,Golden Valley,5.19,1.974810259,724,Montana
12075,Levy,77.93,1.974071715,39961,Florida
48085,Collin,15.06,1.971691363,944350,Texas
32023,Nye,73.09,1.949705596,43705,Nevada
51810,Virginia Beach,18.89,1.949617748,450135,Virginia
31013,Box Butte,35.86,1.947235062,11089,Nebraska
54003,Berkeley,44.33,1.926968501,113495,West Virginia
38051,McIntosh,10.61,1.90477505,2654,North Dakota
48139,Ellis,39.24,1.878636911,168838,Texas
27173,Yellow Medicine,33.44,1.876384143,9868,Minnesota
21011,Bath,72.9,1.863221141,12268,Kentucky
5149,Yell,87.83,1.847905988,21573,Arkansas
48349,Navarro,96.62,1.827262238,48583,Texas
5053,Grant,35.41,1.820500869,18086,Arkansas
35057,Torrance,74.9,1.818395788,15595,New Mexico
16051,Jefferson,25.25,1.804194446,27969,Idaho
16033,Clark,89.11,1.794335958,1077,Idaho
40003,Alfalfa,25.35,1.793116417,5857,Oklahoma
51067,Franklin,40.1,1.79107723,56233,Virginia
40017,Canadian,26.21,1.789964606,136710,Oklahoma
55097,Portage,16.53,1.782424294,70599,Wisconsin
47031,Coffee,49.14,1.769815575,54531,Tennessee
51045,Craig,7.45,1.753789239,5113,Virginia
29131,Miller,50.1,1.743515723,25049,Missouri
8001,Adams,58.92,1.742051813,497115,Colorado
32013,Humboldt,58.69,1.729603837,16904,Nevada
38001,Adams,2.99,1.718491936,2351,North Dakota
45059,Laurens,91.72,1.713648863,66710,South Carolina
29135,Moniteau,51.43,1.712553469,15958,Missouri
46101,Moody,39.08,1.707239114,6506,South Dakota
47185,White,59.84,1.703201591,26580,Tennessee
48475,Ward,64.94,1.699848085,11586,Texas
30091,Sheridan,9.49,1.692260603,3574,Montana
47069,Hardeman,86.72,1.672160722,25562,Tennessee
48187,Guadalupe,43.44,1.647860391,155137,Texas
1079,Lawrence,49.52,1.609076219,33171,Alabama
29009,Barry,70.99,1.602035244,35493,Missouri
51181,Surry,36.59,1.595079156,6600,Virginia
40011,Blaine,66.78,1.577748971,9634,Oklahoma
48231,Hunt,83.41,1.576573254,92152,Texas
31163,Sherman,7.39,1.576370269,3042,Nebraska
5023,Cleburne,20.83,1.576265793,25230,Arkansas
55095,Polk,8.73,1.571781618,43349,Wisconsin
13153,Houston,56.69,1.562019098,151682,Georgia
21135,Lewis,62.42,1.559116033,13490,Kentucky
29065,Dent,63.12,1.549517113,15504,Missouri
5097,Montgomery,70,1.539978028,8993,Arkansas
48189,Hale,93.12,1.511338055,34113,Texas
46125,Turner,10.8,1.496261395,8264,South Dakota
26153,Schoolcraft,54.52,1.484446647,8069,Michigan
40093,Major,32.04,1.482549909,7718,Oklahoma
51089,Henry,88.57,1.480016202,51588,Virginia
55053,Jackson,50.03,1.473912681,20506,Wisconsin
27019,Carver,1.24,1.456477938,100416,Minnesota
40139,Texas,82.1,1.42577048,21121,Oklahoma
48379,Rains,40.16,1.418844738,11473,Texas
45087,Union,86.78,1.412996236,27644,South Carolina
45023,Chester,73.63,1.388784688,32326,South Carolina
47179,Washington,45.89,1.388448825,127055,Tennessee
37107,Lenoir,99.33,1.388226086,57227,North Carolina
35041,Roosevelt,94.3,1.381186299,19117,New Mexico
51065,Fluvanna,6.31,1.376600957,26282,Virginia
39053,Gallia,66.4,1.370767571,30195,Ohio
31129,Nuckolls,17.36,1.363232629,4275,Nebraska
46079,Lake,19.65,1.343748018,12574,South Dakota
5109,Pike,71.24,1.336535165,10808,Arkansas
12103,Pinellas,51.69,1.331106043,957875,Florida
51109,Louisa,33.25,1.327410181,35380,Virginia
51127,New Kent,0.61,1.306554574,21103,Virginia
31011,Boone,2.83,1.261533849,5313,Nebraska
48389,Reeves,78.03,1.254763108,15125,Texas
5005,Baxter,27.93,1.215519835,41219,Arkansas
38019,Cavalier,1.72,1.206851208,3824,North Dakota
38047,Logan,3.82,1.204920745,1927,North Dakota
5071,Johnson,87.68,1.188104278,26291,Arkansas
37001,Alamance,78.38,1.179384166,160576,North Carolina
19133,Monona,17.96,1.170415989,8796,Iowa
38089,Stark,21.4,1.162778583,30876,North Dakota
31167,Stanton,5.7,1.160333746,5992,Nebraska
30041,Hill,69.84,1.132030809,16439,Montana
5137,Stone,51.02,1.125129988,12446,Arkansas
19053,Decatur,68.22,1.118724067,8044,Iowa
46087,McCook,22.29,1.114294785,5511,South Dakota
5059,Hot Spring,81.88,1.102676938,33520,Arkansas
29141,Morgan,62.9,1.091854382,20137,Missouri
29043,Christian,14.97,1.082558955,84275,Missouri
26079,Kalkaska,50.83,1.075345507,17463,Michigan
48331,Milam,76.27,1.065791818,24664,Texas
46027,Clay,24.68,1.062311985,13925,South Dakota
30105,Valley,11.62,1.060525808,7532,Montana
46097,Miner,10.57,1.047779436,2229,South Dakota
38105,Williams,25.1,1.038060953,34061,North Dakota
5141,Van Buren,72.26,0.999882447,16684,Arkansas
28163,Yazoo,99.52,0.999623535,27974,Mississippi
5049,Fulton,66.88,0.990911184,12139,Arkansas
31121,Merrick,19.75,0.986398274,7803,Nebraska
37191,Wayne,95.03,0.963770671,124002,North Carolina
30079,Prairie,7.58,0.96132483,1342,Montana
20191,Sumner,22.23,0.941127269,23208,Kansas
51143,Pittsylvania,64.27,0.933035435,61676,Virginia
5087,Madison,65.35,0.927838467,16076,Arkansas
48321,Matagorda,90.67,0.903838807,36743,Texas
27117,Pipestone,46.46,0.874630145,9185,Minnesota
12111,St. Lucie,71.85,0.874136893,305591,Florida
26003,Alger,44.81,0.865828174,9194,Michigan
8011,Bent,89.81,0.858173877,5809,Colorado
49031,Piute,27.13,0.817038549,1904,Utah
22009,Avoyelles,96.34,0.787262191,40882,Louisiana
35023,Hidalgo,96.31,0.78421777,4371,New Mexico
37069,Franklin,63.76,0.782839482,64902,North Carolina
19175,Union,44.55,0.78126288,12453,Iowa
51121,Montgomery,29.59,0.77871275,97997,Virginia
31001,Adams,35.92,0.77792032,31583,Nebraska
5029,Conway,75.89,0.7685987,20906,Arkansas
37013,Beaufort,71.56,0.766343583,47243,North Carolina
38049,McHenry,2.96,0.758576359,5927,North Dakota
31133,Pawnee,23.18,0.758176808,2676,Nebraska
51071,Giles,27.42,0.758154148,16814,Virginia
48015,Austin,49.36,0.756560283,29565,Texas
51037,Charlotte,70.57,0.754857997,12095,Virginia
48351,Newton,72.07,0.751037202,14057,Texas
37127,Nash,82.87,0.750751943,94003,North Carolina
29091,Howell,67.17,0.741725627,40102,Missouri
48273,Kleberg,98.34,0.736534022,31425,Texas
28091,Marion,93.5,0.735239052,25202,Mississippi
1077,Lauderdale,44.68,0.731779661,92585,Alabama
48249,Jim Wells,92.26,0.711729369,41192,Texas
48285,Lavaca,68.79,0.710881565,19941,Texas
55111,Sauk,23.44,0.705041889,63596,Wisconsin
55109,St. Croix,1.46,0.704336555,87917,Wisconsin
31019,Buffalo,26.56,0.692759595,49030,Nebraska
48293,Limestone,95.32,0.683638238,23515,Texas
29097,Jasper,65.64,0.683171793,119238,Missouri
26041,Delta,35.45,0.674483199,36190,Michigan
40025,Cimarron,44.75,0.668188405,2189,Oklahoma
39145,Scioto,83.47,0.668185423,76377,Ohio
29179,Reynolds,55.73,0.653786248,6315,Missouri
30025,Fallon,2.17,0.653714223,2838,Montana
29149,Oregon,48.85,0.644684161,10699,Missouri
47091,Johnson,56.53,0.642184998,17789,Tennessee
20059,Franklin,21.37,0.618320505,25563,Kansas
30015,Chouteau,47.99,0.613408415,5789,Montana
37053,Currituck,11.94,0.607845652,25796,North Carolina
31147,Richardson,10.25,0.604632934,8009,Nebraska
29109,Lawrence,78.66,0.604612012,38133,Missouri
13215,Muscogee,90.03,0.573065659,196670,Georgia
48507,Zavala,99.87,0.570244673,12131,Texas
56015,Goshen,32.64,0.568465679,13438,Wyoming
8003,Alamosa,94.52,0.564818869,16444,Colorado
5009,Boone,43.79,0.559048696,37288,Arkansas
28015,Carroll,63.03,0.548271317,10129,Mississippi
30019,Daniels,2.42,0.543681399,1753,Montana
37015,Bertie,93.85,0.534022375,19644,North Carolina
28157,Wilkinson,91.69,0.532278505,8990,Mississippi
37103,Jones,87.61,0.52923039,9695,North Carolina
5135,Sharp,61.91,0.525717901,17043,Arkansas
48119,Delta,57.04,0.517851384,5215,Texas
20167,Russell,23.92,0.513635561,6977,Kansas
48481,Wharton,87.58,0.508327789,41551,Texas
9011,New London,35.61,0.505609167,268881,Connecticut
1105,Perry,99.49,0.489543093,9486,Alabama
38045,LaMoure,4.43,0.487162222,4100,North Dakota
47051,Franklin,37.64,0.485444334,41512,Tennessee
29187,St. Francois,70.16,0.484223946,66342,Missouri
8099,Prowers,93.92,0.483331016,12052,Colorado
29083,Henry,59.59,0.4783721,21765,Missouri
8123,Weld,39.94,0.477304278,295123,Colorado
48495,Winkler,65.41,0.474135572,7802,Texas
22003,Allen,92.61,0.473396905,25661,Louisiana
37081,Guilford,63.69,0.452670385,523582,North Carolina
31027,Cedar,1.21,0.451476996,8523,Nebraska
20013,Brown,27.17,0.450432404,9664,Kansas
37141,Pender,54.78,0.443668807,59020,North Carolina
